R | 28 31 33 32 30 39 2E 35 39 35 29 20 58 32 20 31 33 3A 32 38 3A 31 34 2E 31 33 33
T | 28 31 33 32 31 30 2E 32 31 32 29 20 58 31 20 31 33 3A 32 38 3A 31 34 2E 37 35 30
R | 28 31 33 32 31 30 2E 32 32 33 29 20 58 32 20 31 33 3A 32 38 3A 31 34 2E 37 36 31
T | 28 31 33 32 31 30 2E 38 33 38 29 20 58 31 20 31 33 3A 32 38 3A 31 35 2E 33 37 35
R | 28 31 33 32 31 30 2E 38 35 35 29 20 58 32 20 31 33 3A 32 38 3A 31 35 2E 33 39 32
T | 28 31 33 32 31 31 2E 34 37 33 29 20 58 31 20 31 33 3A 32 38 3A 31 36 2E 30 31 30
R | 28 31 33 32 31 31 2E 34 38 34 29 20 58 32 20 31 33 3A 32 38 3A 31 36 2E 30 32 32
T | 28 31 33 32 31 32 2E 31 30 34 29 20 58 31 20 31 33 3A 32 38 3A 31 36 2E 36 34 31
R | 28 31 33 32 31 32 2E 31 31 35 29 20 58 32 20 31 33 3A 32 38 3A 31 36 2E 36 35 33
T | 28 31 33 32 31 32 2E 37 33 31 29 20 58 31 20 31 33 3A 32 38 3A 31 37 2E 32 36 38
R | 28 31 33 32 31 32 2E 37 34 32 29 20 58 32 20 31 33 3A 32 38 3A 31 37 2E 32 38 30
T | 28 31 33 32 31 33 2E 33 35 39 29 20 58 31 20 31 33 3A 32 38 3A 31 37 2E 38 39 36
R | 28 31 33 32 31 33 2E 33 37 33 29 20 58 32 20 31 33 3A 32 38 3A 31 37 2E 39 31 30
T | 28 31 33 32 31 33 2E 39 38 37 29 20 58 31 20 31 33 3A 32 38 3A 31 38 2E 35 32 34
R | 28 31 33 32 31 33 2E 39 39 38 29 20 58 32 20 31 33 3A 32 38 3A 31 38 2E 35 33 35
T | 28 31 33 32 31 34 2E 36 31 37 29 20 58 31 20 31 33 3A 32 38 3A 31 39 2E 31 35 34
R | 28 31 33 32 31 34 2E 36 33 32 29 20 58 32 20 31 33 3A 32 38 3A 31 39 2E 31 37 30
T | 28 31 33 32 31 36 2E 32 37 37 29 20 58 31 20 31 33 3A 32 38 3A 32 30 2E 38 31 35
R | 28 31 33 32 31 36 2E 32 39 34 29 20 58 32 20 31 33 3A 32 38 3A 32 30 2E 38 33 31
T | 28 31 33 32 31 36 2E 39 31 31 29 20 58 31 20 31 33 3A 32 38 3A 32 31 2E 34 34 38
R | 28 31 33 32 31 36 2E 39 32 32 29 20 58 32 20 31 33 3A 32 38 3A 32 31 2E 34 36 30
T | 28 31 33 32 31 37 2E 35 34 31 29 20 58 31 20 31 33 3A 32 38 3A 32 32 2E 30 37 38
R | 28 31 33 32 31 37 2E 35 35 33 29 20 58 32 20 31 33 3A 32 38 3A 32 32 2E 30 39 31
T | 28 31 33 32 31 38 2E 31 36 37 29 20 58 31 20 31 33 3A 32 38 3A 32 32 2E 37 30 34
R | 28 31 33 32 31 38 2E 31 37 37 29 20 58 32 20 31 33 3A 32 38 3A 32 32 2E 37 31 35
T | 28 31 33 32 31 38 2E 37 39 32 29 20 58 31 20 31 33 3A 32 38 3A 32 33 2E 33 33 30
R | 28 31 33 32 31 38 2E 38 30 33 29 20 58 32 20 31 33 3A 32 38 3A 32 33 2E 33 34 31
T | 28 31 33 32 31 39 2E 34 32 32 29 20 58 31 20 31 33 3A 32 38 3A 32 33 2E 39 35 39
R | 28 31 33 32 31 39 2E 34 33 34 29 20 58 32 20 31 33 3A 32 38 3A 32 33 2E 39 37 31
T | 28 31 33 32 32 30 2E 30 35 30 29 20 58 31 20 31 33 3A 32 38 3A 32 34 2E 35 38 38
R | 28 31 33 32 32 30 2E 30 36 31 29 20 58 32 20 31 33 3A 32 38 3A 32 34 2E 35 39 39
T | 28 31 33 32 32 30 2E 36 38 30 29 20 58 31 20 31 33 3A 32 38 3A 32 35 2E 32 31 37
R | 28 31 33 32 32 30 2E 36 39 33 29 20 58 32 20 31 33 3A 32 38 3A 32 35 2E 32 33 30
T | 28 31 33 32 32 31 2E 33 30 36 29 20 58 31 20 31 33 3A 32 38 3A 32 35 2E 38 34 34
R | 28 31 33 32 32 31 2E 33 31 37 29 20 58 32 20 31 33 3A 32 38 3A 32 35 2E 38 35 35
T | 28 31 33 32 32 31 2E 39 33 33 29 20 58 31 20 31 33 3A 32 38 3A 32 36 2E 34 37 30
R | 28 31 33 32 32 31 2E 39 34 34 29 20 58 32 20 31 33 3A 32 38 3A 32 36 2E 34 38 31
T | 28 31 33 32 32 32 2E 35 36 33 29 20 58 31 20 31 33 3A 32 38 3A 32 37 2E 31 30 31
R | 28 31 33 32 32 32 2E 35 37 35 29 20 58 32 20 31 33 3A 32 38 3A 32 37 2E 31 31 33
T | 28 31 33 32 32 33 2E 31 39 31 29 20 58 31 20 31 33 3A 32 38 3A 32 37 2E 37 32 39
R | 28 31 33 32 32 33 2E 32 30 32 29 20 58 32 20 31 33 3A 32 38 3A 32 37 2E 37 34 30
T | 28 31 33 32 32 33 2E 38 32 31 29 20 58 31 20 31 33 3A 32 38 3A 32 38 2E 33 35 38
R | 28 31 33 32 32 33 2E 38 33 33 29 20 58 32 20 31 33 3A 32 38 3A 32 38 2E 33 37 31
T | 28 31 33 32 32 34 2E 34 34 37 29 20 58 31 20 31 33 3A 32 38 3A 32 38 2E 39 38 35
R | 28 31 33 32 32 34 2E 34 35 38 29 20 58 32 20 31 33 3A 32 38 3A 32 38 2E 39 39 35
T | 28 31 33 32 32 35 2E 30 37 33 29 20 58 31 20 31 33 3A 32 38 3A 32 39 2E 36 31 30
R | 28 31 33 32 32 35 2E 30 38 34 29 20 58 32 20 31 33 3A 32 38 3A 32 39 2E 36 32 31
T | 28 31 33 32 32 35 2E 37 30 30 29 20 58 31 20 31 33 3A 32 38 3A 33 30 2E 32 33 38
R | 28 31 33 32 32 35 2E 37 31 34 29 20 58 32 20 31 33 3A 32 38 3A 33 30 2E 32 35 31
T | 28 31 33 32 32 36 2E 33 32 39 29 20 58 31 20 31 33 3A 32 38 3A 33 30 2E 38 36 37
R | 28 31 33 32 32 36 2E 33 34 30 29 20 58 32 20 31 33 3A 32 38 3A 33 30 2E 38 37 38
T | 28 31 33 32 32 36 2E 39 35 39 29 20 58 31 20 31 33 3A 32 38 3A 33 31 2E 34 39 37
R | 28 31 33 32 32 36 2E 39 37 33 29 20 58 32 20 31 33 3A 32 38 3A 33 31 2E 35 31 31
T | 28 31 33 32 32 37 2E 35 38 39 29 20 58 31 20 31 33 3A 32 38 3A 33 32 2E 31 32 37
R | 28 31 33 32 32 37 2E 36 30 30 29 20 58 32 20 31 33 3A 32 38 3A 33 32 2E 31 33 38
T | 28 31 33 32 32 38 2E 32 31 36 29 20 58 31 20 31 33 3A 32 38 3A 33 32 2E 37 35 34
R | 28 31 33 32 32 38 2E 32 33 32 29 20 58 32 20 31 33 3A 32 38 3A 33 32 2E 37 37 30
T | 28 31 33 32 32 38 2E 38 35 32 29 20 58 31 20 31 33 3A 32 38 3A 33 33 2E 33 38 39
R | 28 31 33 32 32 38 2E 38 36 39 29 20 58 32 20 31 33 3A 32 38 3A 33 33 2E 34 30 37
T | 28 31 33 32 32 39 2E 34 38 37 29 20 58 31 20 31 33 3A 32 38 3A 33 34 2E 30 32 35
R | 28 31 33 32 32 39 2E 34 39 38 29 20 58 32 20 31 33 3A 32 38 3A 33 34 2E 30 33 36
T | 28 31 33 32 33 31 2E 31 32 35 29 20 58 31 20 31 33 3A 32 38 3A 33 35 2E 36 36 33
R | 28 31 33 32 33 31 2E 31 33 37 29 20 58 32 20 31 33 3A 32 38 3A 33 35 2E 36 37 35
T | 28 31 33 32 33 31 2E 37 34 38 29 20 58 31 20 31 33 3A 32 38 3A 33 36 2E 32 38 36
R | 28 31 33 32 33 31 2E 37 36 30 29 20 58 32 20 31 33 3A 32 38 3A 33 36 2E 32 39 38
T | 28 31 33 32 33 32 2E 33 37 35 29 20 58 31 20 31 33 3A 32 38 3A 33 36 2E 39 31 33
R | 28 31 33 32 33 32 2E 33 38 36 29 20 58 32 20 31 33 3A 32 38 3A 33 36 2E 39 32 34
T | 28 31 33 32 33 33 2E 30 30 35 29 20 58 31 20 31 33 3A 32 38 3A 33 37 2E 35 34 32
R | 28 31 33 32 33 33 2E 30 31 39 29 20 58 32 20 31 33 3A 32 38 3A 33 37 2E 35 35 36
T | 28 31 33 32 33 33 2E 36 33 35 29 20 58 31 20 31 33 3A 32 38 3A 33 38 2E 31 37 33
R | 28 31 33 32 33 33 2E 36 34 36 29 20 58 32 20 31 33 3A 32 38 3A 33 38 2E 31 38 34
T | 28 31 33 32 33 34 2E 32 36 35 29 20 58 31 20 31 33 3A 32 38 3A 33 38 2E 38 30 32
R | 28 31 33 32 33 34 2E 32 37 37 29 20 58 32 20 31 33 3A 32 38 3A 33 38 2E 38 31 35
T | 28 31 33 32 33 34 2E 38 39 30 29 20 58 31 20 31 33 3A 32 38 3A 33 39 2E 34 32 38
R | 28 31 33 32 33 34 2E 39 30 31 29 20 58 32 20 31 33 3A 32 38 3A 33 39 2E 34 33 39
T | 28 31 33 32 33 35 2E 35 31 35 29 20 58 31 20 31 33 3A 32 38 3A 34 30 2E 30 35 33
R | 28 31 33 32 33 35 2E 35 32 37 29 20 58 32 20 31 33 3A 32 38 3A 34 30 2E 30 36 34
T | 28 31 33 32 33 36 2E 31 34 35 29 20 58 31 20 31 33 3A 32 38 3A 34 30 2E 36 38 33
R | 28 31 33 32 33 36 2E 31 35 38 29 20 58 32 20 31 33 3A 32 38 3A 34 30 2E 36 39 35
T | 28 31 33 32 33 36 2E 37 37 33 29 20 58 31 20 31 33 3A 32 38 3A 34 31 2E 33 31 31
R | 28 31 33 32 33 36 2E 37 38 34 29 20 58 32 20 31 33 3A 32 38 3A 34 31 2E 33 32 32
T | 28 31 33 32 33 37 2E 34 30 33 29 20 58 31 20 31 33 3A 32 38 3A 34 31 2E 39 34 30
R | 28 31 33 32 33 37 2E 34 31 37 29 20 58 32 20 31 33 3A 32 38 3A 34 31 2E 39 35 35
T | 28 31 33 32 33 38 2E 30 33 33 29 20 58 31 20 31 33 3A 32 38 3A 34 32 2E 35 37 31
